,year,state,county,candidate,party,candidatevotes
41517,2016,Arkansas,Jackson,Other,,306.0
41518,2016,Arkansas,Jefferson,Hillary Clinton,DEM,15772.0
41519,2016,Arkansas,Jefferson,Donald Trump,REP,9250.0
41520,2016,Arkansas,Jefferson,Other,,872.0
41521,2016,Arkansas,Johnson,Hillary Clinton,DEM,2427.0
41522,2016,Arkansas,Johnson,Donald Trump,REP,6091.0
41523,2016,Arkansas,Johnson,Other,,594.0
41524,2016,Arkansas,Lafayette,Hillary Clinton,DEM,1032.0
41525,2016,Arkansas,Lafayette,Donald Trump,REP,1758.0
41526,2016,Arkansas,Lafayette,Other,,70.0
41527,2016,Arkansas,Lawrence,Hillary Clinton,DEM,1263.0
41528,2016,Arkansas,Lawrence,Donald Trump,REP,4064.0
41529,2016,Arkansas,Lawrence,Other,,358.0
41530,2016,Arkansas,Lee,Hillary Clinton,DEM,1735.0
41531,2016,Arkansas,Lee,Donald Trump,REP,1229.0
41532,2016,Arkansas,Lee,Other,,62.0
41533,2016,Arkansas,Lincoln,Hillary Clinton,DEM,1252.0
41534,2016,Arkansas,Lincoln,Donald Trump,REP,2455.0
41535,2016,Arkansas,Lincoln,Other,,119.0
41536,2016,Arkansas,Little River,Hillary Clinton,DEM,1397.0
41537,2016,Arkansas,Little River,Donald Trump,REP,3605.0
41538,2016,Arkansas,Little River,Other,,225.0
41539,2016,Arkansas,Logan,Hillary Clinton,DEM,1715.0
41540,2016,Arkansas,Logan,Donald Trump,REP,5746.0
41541,2016,Arkansas,Logan,Other,,460.0
41542,2016,Arkansas,Lonoke,Hillary Clinton,DEM,5664.0
41543,2016,Arkansas,Lonoke,Donald Trump,REP,19958.0
41544,2016,Arkansas,Lonoke,Other,,1478.0
41545,2016,Arkansas,Madison,Hillary Clinton,DEM,1588.0
41546,2016,Arkansas,Madison,Donald Trump,REP,4928.0
41547,2016,Arkansas,Madison,Other,,325.0
41548,2016,Arkansas,Marion,Hillary Clinton,DEM,1434.0
41549,2016,Arkansas,Marion,Donald Trump,REP,5336.0
41550,2016,Arkansas,Marion,Other,,337.0
41551,2016,Arkansas,Miller,Hillary Clinton,DEM,4273.0
41552,2016,Arkansas,Miller,Donald Trump,REP,11294.0
41553,2016,Arkansas,Miller,Other,,524.0
41554,2016,Arkansas,Mississippi,Hillary Clinton,DEM,5670.0
41555,2016,Arkansas,Mississippi,Donald Trump,REP,7061.0
41556,2016,Arkansas,Mississippi,Other,,473.0
41557,2016,Arkansas,Monroe,Hillary Clinton,DEM,1312.0
41558,2016,Arkansas,Monroe,Donald Trump,REP,1489.0
41559,2016,Arkansas,Monroe,Other,,83.0
41560,2016,Arkansas,Montgomery,Hillary Clinton,DEM,748.0
41561,2016,Arkansas,Montgomery,Donald Trump,REP,2643.0
41562,2016,Arkansas,Montgomery,Other,,168.0
41563,2016,Arkansas,Nevada,Hillary Clinton,DEM,1157.0
41564,2016,Arkansas,Nevada,Donald Trump,REP,2000.0
41565,2016,Arkansas,Nevada,Other,,89.0
41566,2016,Arkansas,Newton,Hillary Clinton,DEM,699.0
41567,2016,Arkansas,Newton,Donald Trump,REP,2875.0
41568,2016,Arkansas,Newton,Other,,179.0
41569,2016,Arkansas,Ouachita,Hillary Clinton,DEM,4321.0
41570,2016,Arkansas,Ouachita,Donald Trump,REP,5351.0
41571,2016,Arkansas,Ouachita,Other,,263.0
41572,2016,Arkansas,Perry,Hillary Clinton,DEM,1049.0
41573,2016,Arkansas,Perry,Donald Trump,REP,3008.0
41574,2016,Arkansas,Perry,Other,,249.0
41575,2016,Arkansas,Phillips,Hillary Clinton,DEM,4310.0
41576,2016,Arkansas,Phillips,Donald Trump,REP,2446.0
41577,2016,Arkansas,Phillips,Other,,197.0
41578,2016,Arkansas,Pike,Hillary Clinton,DEM,685.0
41579,2016,Arkansas,Pike,Donald Trump,REP,3150.0
41580,2016,Arkansas,Pike,Other,,146.0
41581,2016,Arkansas,Poinsett,Hillary Clinton,DEM,1880.0
41582,2016,Arkansas,Poinsett,Donald Trump,REP,5502.0
41583,2016,Arkansas,Poinsett,Other,,340.0
41584,2016,Arkansas,Polk,Hillary Clinton,DEM,1212.0
41585,2016,Arkansas,Polk,Donald Trump,REP,6618.0
41586,2016,Arkansas,Polk,Other,,401.0
41587,2016,Arkansas,Pope,Hillary Clinton,DEM,5000.0
41588,2016,Arkansas,Pope,Donald Trump,REP,16256.0
41589,2016,Arkansas,Pope,Other,,1313.0
41590,2016,Arkansas,Prairie,Hillary Clinton,DEM,814.0
41591,2016,Arkansas,Prairie,Donald Trump,REP,2505.0
41592,2016,Arkansas,Prairie,Other,,125.0
41593,2016,Arkansas,Pulaski,Hillary Clinton,DEM,89574.0
41594,2016,Arkansas,Pulaski,Donald Trump,REP,61257.0
41595,2016,Arkansas,Pulaski,Other,,8945.0
41596,2016,Arkansas,Randolph,Hillary Clinton,DEM,1425.0
41597,2016,Arkansas,Randolph,Donald Trump,REP,4509.0
41598,2016,Arkansas,Randolph,Other,,445.0
41599,2016,Arkansas,St. Francis,Hillary Clinton,DEM,4031.0
41600,2016,Arkansas,St. Francis,Donald Trump,REP,3195.0
41601,2016,Arkansas,St. Francis,Other,,204.0
41602,2016,Arkansas,Saline,Hillary Clinton,DEM,13256.0
41603,2016,Arkansas,Saline,Donald Trump,REP,35863.0
41604,2016,Arkansas,Saline,Other,,2981.0
41605,2016,Arkansas,Scott,Hillary Clinton,DEM,602.0
41606,2016,Arkansas,Scott,Donald Trump,REP,2731.0
41607,2016,Arkansas,Scott,Other,,177.0
41608,2016,Arkansas,Searcy,Hillary Clinton,DEM,601.0
41609,2016,Arkansas,Searcy,Donald Trump,REP,2955.0
41610,2016,Arkansas,Searcy,Other,,172.0
41611,2016,Arkansas,Sebastian,Hillary Clinton,DEM,12300.0
41612,2016,Arkansas,Sebastian,Donald Trump,REP,29127.0
41613,2016,Arkansas,Sebastian,Other,,3210.0
41614,2016,Arkansas,Sevier,Hillary Clinton,DEM,1075.0
41615,2016,Arkansas,Sevier,Donald Trump,REP,3282.0
41616,2016,Arkansas,Sevier,Other,,205.0
41617,2016,Arkansas,Sharp,Hillary Clinton,DEM,1472.0
41618,2016,Arkansas,Sharp,Donald Trump,REP,5407.0
41619,2016,Arkansas,Sharp,Other,,370.0
41620,2016,Arkansas,Stone,Hillary Clinton,DEM,1203.0
41621,2016,Arkansas,Stone,Donald Trump,REP,4113.0
41622,2016,Arkansas,Stone,Other,,302.0
41623,2016,Arkansas,Union,Hillary Clinton,DEM,5855.0
41624,2016,Arkansas,Union,Donald Trump,REP,10456.0
41625,2016,Arkansas,Union,Other,,583.0
41626,2016,Arkansas,Van Buren,Hillary Clinton,DEM,1549.0
41627,2016,Arkansas,Van Buren,Donald Trump,REP,5382.0
41628,2016,Arkansas,Van Buren,Other,,408.0
41629,2016,Arkansas,Washington,Hillary Clinton,DEM,33366.0
41630,2016,Arkansas,Washington,Donald Trump,REP,41476.0
41631,2016,Arkansas,Washington,Other,,7019.0
41632,2016,Arkansas,White,Hillary Clinton,DEM,5170.0
41633,2016,Arkansas,White,Donald Trump,REP,21077.0
41634,2016,Arkansas,White,Other,,972.0
41635,2016,Arkansas,Woodruff,Hillary Clinton,DEM,1118.0
41636,2016,Arkansas,Woodruff,Donald Trump,REP,1347.0
41637,2016,Arkansas,Woodruff,Other,,106.0
41638,2016,Arkansas,Yell,Hillary Clinton,DEM,1480.0
41639,2016,Arkansas,Yell,Donald Trump,REP,4608.0
41640,2016,Arkansas,Yell,Other,,351.0
41641,2016,California,Alameda,Hillary Clinton,DEM,514842.0
41642,2016,California,Alameda,Donald Trump,REP,95922.0
41643,2016,California,Alameda,Other,,43502.0
41644,2016,California,Alpine,Hillary Clinton,DEM,334.0
41645,2016,California,Alpine,Donald Trump,REP,217.0
41646,2016,California,Alpine,Other,,51.0
41647,2016,California,Amador,Hillary Clinton,DEM,6004.0
41648,2016,California,Amador,Donald Trump,REP,10485.0
41649,2016,California,Amador,Other,,1245.0
41650,2016,California,Butte,Hillary Clinton,DEM,41567.0
41651,2016,California,Butte,Donald Trump,REP,45144.0
41652,2016,California,Butte,Other,,8853.0
41653,2016,California,Calaveras,Hillary Clinton,DEM,7944.0
41654,2016,California,Calaveras,Donald Trump,REP,13511.0
41655,2016,California,Calaveras,Other,,1681.0
41656,2016,California,Colusa,Hillary Clinton,DEM,2661.0
41657,2016,California,Colusa,Donald Trump,REP,3551.0
41658,2016,California,Colusa,Other,,420.0
41659,2016,California,Contra Costa,Hillary Clinton,DEM,319287.0
41660,2016,California,Contra Costa,Donald Trump,REP,115956.0
41661,2016,California,Contra Costa,Other,,30932.0
41662,2016,California,Del Norte,Hillary Clinton,DEM,3485.0
41663,2016,California,Del Norte,Donald Trump,REP,5134.0
41664,2016,California,Del Norte,Other,,939.0
41665,2016,California,El Dorado,Hillary Clinton,DEM,36404.0
41666,2016,California,El Dorado,Donald Trump,REP,49247.0
41667,2016,California,El Dorado,Other,,7940.0
41668,2016,California,Fresno,Hillary Clinton,DEM,141341.0
41669,2016,California,Fresno,Donald Trump,REP,124049.0
41670,2016,California,Fresno,Other,,16929.0
41671,2016,California,Glenn,Hillary Clinton,DEM,3065.0
41672,2016,California,Glenn,Donald Trump,REP,5788.0
41673,2016,California,Glenn,Other,,617.0
41674,2016,California,Humboldt,Hillary Clinton,DEM,33200.0
41675,2016,California,Humboldt,Donald Trump,REP,18373.0
41676,2016,California,Humboldt,Other,,7673.0
41677,2016,California,Imperial,Hillary Clinton,DEM,32667.0
41678,2016,California,Imperial,Donald Trump,REP,12704.0
41679,2016,California,Imperial,Other,,2720.0
41680,2016,California,Inyo,Hillary Clinton,DEM,3155.0
41681,2016,California,Inyo,Donald Trump,REP,4248.0
41682,2016,California,Inyo,Other,,683.0
41683,2016,California,Kern,Hillary Clinton,DEM,98689.0
41684,2016,California,Kern,Donald Trump,REP,129584.0
41685,2016,California,Kern,Other,,15890.0
41686,2016,California,Kings,Hillary Clinton,DEM,13617.0
41687,2016,California,Kings,Donald Trump,REP,18093.0
41688,2016,California,Kings,Other,,2205.0
41689,2016,California,Lake,Hillary Clinton,DEM,11496.0
41690,2016,California,Lake,Donald Trump,REP,10599.0
41691,2016,California,Lake,Other,,2401.0
41692,2016,California,Lassen,Hillary Clinton,DEM,2224.0
41693,2016,California,Lassen,Donald Trump,REP,7574.0
41694,2016,California,Lassen,Other,,726.0
41695,2016,California,Los Angeles,Hillary Clinton,DEM,2464364.0
41696,2016,California,Los Angeles,Donald Trump,REP,769743.0
41697,2016,California,Los Angeles,Other,,200201.0
41698,2016,California,Madera,Hillary Clinton,DEM,17029.0
41699,2016,California,Madera,Donald Trump,REP,23357.0
41700,2016,California,Madera,Other,,2726.0
41701,2016,California,Marin,Hillary Clinton,DEM,108707.0
41702,2016,California,Marin,Donald Trump,REP,21771.0
41703,2016,California,Marin,Other,,8795.0
41704,2016,California,Mariposa,Hillary Clinton,DEM,3122.0
41705,2016,California,Mariposa,Donald Trump,REP,5185.0
41706,2016,California,Mariposa,Other,,570.0
41707,2016,California,Mendocino,Hillary Clinton,DEM,22079.0
41708,2016,California,Mendocino,Donald Trump,REP,10888.0
41709,2016,California,Mendocino,Other,,4510.0
41710,2016,California,Merced,Hillary Clinton,DEM,37317.0
41711,2016,California,Merced,Donald Trump,REP,28725.0
41712,2016,California,Merced,Other,,4747.0
41713,2016,California,Modoc,Hillary Clinton,DEM,877.0
41714,2016,California,Modoc,Donald Trump,REP,2696.0
41715,2016,California,Modoc,Other,,215.0
41716,2016,California,Mono,Hillary Clinton,DEM,2773.0
41717,2016,California,Mono,Donald Trump,REP,2111.0
41718,2016,California,Mono,Other,,392.0
41719,2016,California,Monterey,Hillary Clinton,DEM,89088.0
41720,2016,California,Monterey,Donald Trump,REP,34895.0
41721,2016,California,Monterey,Other,,9425.0
41722,2016,California,Napa,Hillary Clinton,DEM,39199.0
41723,2016,California,Napa,Donald Trump,REP,17411.0
41724,2016,California,Napa,Other,,4762.0
41725,2016,California,Nevada,Hillary Clinton,DEM,26053.0
41726,2016,California,Nevada,Donald Trump,REP,23365.0
41727,2016,California,Nevada,Other,,5517.0
41728,2016,California,Orange,Hillary Clinton,DEM,609961.0
41729,2016,California,Orange,Donald Trump,REP,507148.0
41730,2016,California,Orange,Other,,80412.0
41731,2016,California,Placer,Hillary Clinton,DEM,73509.0
41732,2016,California,Placer,Donald Trump,REP,95138.0
41733,2016,California,Placer,Other,,14192.0
41734,2016,California,Plumas,Hillary Clinton,DEM,3459.0
41735,2016,California,Plumas,Donald Trump,REP,5420.0
41736,2016,California,Plumas,Other,,797.0
41737,2016,California,Riverside,Hillary Clinton,DEM,373695.0
41738,2016,California,Riverside,Donald Trump,REP,333243.0
41739,2016,California,Riverside,Other,,44453.0
41740,2016,California,Sacramento,Hillary Clinton,DEM,326023.0
41741,2016,California,Sacramento,Donald Trump,REP,189789.0
41742,2016,California,Sacramento,Other,,43518.0
41743,2016,California,San Benito,Hillary Clinton,DEM,12521.0
41744,2016,California,San Benito,Donald Trump,REP,7841.0
41745,2016,California,San Benito,Other,,1562.0
41746,2016,California,San Bernardino,Hillary Clinton,DEM,340833.0
41747,2016,California,San Bernardino,Donald Trump,REP,271240.0
41748,2016,California,San Bernardino,Other,,41910.0
41749,2016,California,San Diego,Hillary Clinton,DEM,735476.0
41750,2016,California,San Diego,Donald Trump,REP,477766.0
41751,2016,California,San Diego,Other,,93158.0
41752,2016,California,San Francisco,Hillary Clinton,DEM,345084.0
41753,2016,California,San Francisco,Donald Trump,REP,37688.0
41754,2016,California,San Francisco,Other,,23020.0
41755,2016,California,San Joaquin,Hillary Clinton,DEM,121124.0
41756,2016,California,San Joaquin,Donald Trump,REP,88936.0
41757,2016,California,San Joaquin,Other,,14106.0
41758,2016,California,San Luis Obispo,Hillary Clinton,DEM,67107.0
41759,2016,California,San Luis Obispo,Donald Trump,REP,56164.0
41760,2016,California,San Luis Obispo,Other,,11738.0
41761,2016,California,San Mateo,Hillary Clinton,DEM,237882.0
41762,2016,California,San Mateo,Donald Trump,REP,57929.0
41763,2016,California,San Mateo,Other,,18573.0
41764,2016,California,Santa Barbara,Hillary Clinton,DEM,107142.0
41765,2016,California,Santa Barbara,Donald Trump,REP,56365.0
41766,2016,California,Santa Barbara,Other,,13279.0
41767,2016,California,Santa Clara,Hillary Clinton,DEM,511684.0
41768,2016,California,Santa Clara,Donald Trump,REP,144826.0
41769,2016,California,Santa Clara,Other,,47199.0
41770,2016,California,Santa Cruz,Hillary Clinton,DEM,95249.0
41771,2016,California,Santa Cruz,Donald Trump,REP,22438.0
41772,2016,California,Santa Cruz,Other,,11134.0
41773,2016,California,Shasta,Hillary Clinton,DEM,22301.0
41774,2016,California,Shasta,Donald Trump,REP,51778.0
41775,2016,California,Shasta,Other,,5974.0
41776,2016,California,Sierra,Hillary Clinton,DEM,601.0
41777,2016,California,Sierra,Donald Trump,REP,1048.0
41778,2016,California,Sierra,Other,,181.0
41779,2016,California,Siskiyou,Hillary Clinton,DEM,7234.0
41780,2016,California,Siskiyou,Donald Trump,REP,11341.0
41781,2016,California,Siskiyou,Other,,1917.0
41782,2016,California,Solano,Hillary Clinton,DEM,102360.0
41783,2016,California,Solano,Donald Trump,REP,51920.0
41784,2016,California,Solano,Other,,11833.0
41785,2016,California,Sonoma,Hillary Clinton,DEM,160435.0
41786,2016,California,Sonoma,Donald Trump,REP,51408.0
41787,2016,California,Sonoma,Other,,19410.0
41788,2016,California,Stanislaus,Hillary Clinton,DEM,81647.0
41789,2016,California,Stanislaus,Donald Trump,REP,78494.0
41790,2016,California,Stanislaus,Other,,12005.0
41791,2016,California,Sutter,Hillary Clinton,DEM,13076.0
41792,2016,California,Sutter,Donald Trump,REP,18176.0
41793,2016,California,Sutter,Other,,2271.0
41794,2016,California,Tehama,Hillary Clinton,DEM,6809.0
41795,2016,California,Tehama,Donald Trump,REP,15494.0
41796,2016,California,Tehama,Other,,1605.0
41797,2016,California,Trinity,Hillary Clinton,DEM,2214.0
41798,2016,California,Trinity,Donald Trump,REP,2812.0
41799,2016,California,Trinity,Other,,660.0
41800,2016,California,Tulare,Hillary Clinton,DEM,47585.0
41801,2016,California,Tulare,Donald Trump,REP,58299.0
41802,2016,California,Tulare,Other,,6450.0
41803,2016,California,Tuolumne,Hillary Clinton,DEM,9123.0
41804,2016,California,Tuolumne,Donald Trump,REP,14551.0
41805,2016,California,Tuolumne,Other,,1855.0
41806,2016,California,Ventura,Hillary Clinton,DEM,194402.0
41807,2016,California,Ventura,Donald Trump,REP,132323.0
41808,2016,California,Ventura,Other,,25001.0
41809,2016,California,Yolo,Hillary Clinton,DEM,54752.0
41810,2016,California,Yolo,Donald Trump,REP,20739.0
41811,2016,California,Yolo,Other,,6599.0
41812,2016,California,Yuba,Hillary Clinton,DEM,7910.0
41813,2016,California,Yuba,Donald Trump,REP,13170.0
41814,2016,California,Yuba,Other,,1918.0
41815,2016,Colorado,Adams,Hillary Clinton,DEM,96558.0
41816,2016,Colorado,Adams,Donald Trump,REP,80082.0
41817,2016,Colorado,Adams,Other,,17025.0
41818,2016,Colorado,Alamosa,Hillary Clinton,DEM,3189.0
41819,2016,Colorado,Alamosa,Donald Trump,REP,3046.0
41820,2016,Colorado,Alamosa,Other,,704.0
41821,2016,Colorado,Arapahoe,Hillary Clinton,DEM,159885.0
41822,2016,Colorado,Arapahoe,Donald Trump,REP,117053.0
41823,2016,Colorado,Arapahoe,Other,,26108.0
41824,2016,Colorado,Archuleta,Hillary Clinton,DEM,2500.0
41825,2016,Colorado,Archuleta,Donald Trump,REP,4264.0
41826,2016,Colorado,Archuleta,Other,,575.0
41827,2016,Colorado,Baca,Hillary Clinton,DEM,283.0
41828,2016,Colorado,Baca,Donald Trump,REP,1753.0
41829,2016,Colorado,Baca,Other,,117.0
41830,2016,Colorado,Bent,Hillary Clinton,DEM,590.0
41831,2016,Colorado,Bent,Donald Trump,REP,1188.0
41832,2016,Colorado,Bent,Other,,149.0
41833,2016,Colorado,Boulder,Hillary Clinton,DEM,132334.0
41834,2016,Colorado,Boulder,Donald Trump,REP,41396.0
41835,2016,Colorado,Boulder,Other,,14412.0
41836,2016,Colorado,Broomfield,Hillary Clinton,DEM,19731.0
41837,2016,Colorado,Broomfield,Donald Trump,REP,14367.0
41838,2016,Colorado,Broomfield,Other,,3591.0
41839,2016,Colorado,Chaffee,Hillary Clinton,DEM,4888.0
41840,2016,Colorado,Chaffee,Donald Trump,REP,5391.0
41841,2016,Colorado,Chaffee,Other,,971.0
41842,2016,Colorado,Cheyenne,Hillary Clinton,DEM,132.0
41843,2016,Colorado,Cheyenne,Donald Trump,REP,925.0
41844,2016,Colorado,Cheyenne,Other,,45.0
41845,2016,Colorado,Clear Creek,Hillary Clinton,DEM,2729.0
41846,2016,Colorado,Clear Creek,Donald Trump,REP,2575.0
41847,2016,Colorado,Clear Creek,Other,,562.0
41848,2016,Colorado,Conejos,Hillary Clinton,DEM,1771.0
41849,2016,Colorado,Conejos,Donald Trump,REP,1914.0
41850,2016,Colorado,Conejos,Other,,337.0
41851,2016,Colorado,Costilla,Hillary Clinton,DEM,1125.0
41852,2016,Colorado,Costilla,Donald Trump,REP,588.0
41853,2016,Colorado,Costilla,Other,,135.0
41854,2016,Colorado,Crowley,Hillary Clinton,DEM,339.0
41855,2016,Colorado,Crowley,Donald Trump,REP,1079.0
41856,2016,Colorado,Crowley,Other,,109.0
41857,2016,Colorado,Custer,Hillary Clinton,DEM,797.0
41858,2016,Colorado,Custer,Donald Trump,REP,2061.0
41859,2016,Colorado,Custer,Other,,208.0
41860,2016,Colorado,Delta,Hillary Clinton,DEM,4087.0
41861,2016,Colorado,Delta,Donald Trump,REP,11655.0
41862,2016,Colorado,Delta,Other,,1048.0
41863,2016,Colorado,Denver,Hillary Clinton,DEM,244551.0
41864,2016,Colorado,Denver,Donald Trump,REP,62690.0
41865,2016,Colorado,Denver,Other,,24611.0
41866,2016,Colorado,Dolores,Hillary Clinton,DEM,242.0
41867,2016,Colorado,Dolores,Donald Trump,REP,944.0
41868,2016,Colorado,Dolores,Other,,69.0
41869,2016,Colorado,Douglas,Hillary Clinton,DEM,68657.0
41870,2016,Colorado,Douglas,Donald Trump,REP,102573.0
41871,2016,Colorado,Douglas,Other,,16269.0
41872,2016,Colorado,Eagle,Hillary Clinton,DEM,14099.0
41873,2016,Colorado,Eagle,Donald Trump,REP,8990.0
41874,2016,Colorado,Eagle,Other,,2134.0
41875,2016,Colorado,Elbert,Hillary Clinton,DEM,3134.0
41876,2016,Colorado,Elbert,Donald Trump,REP,11705.0
41877,2016,Colorado,Elbert,Other,,1139.0
41878,2016,Colorado,El Paso,Hillary Clinton,DEM,108010.0
41879,2016,Colorado,El Paso,Donald Trump,REP,179228.0
41880,2016,Colorado,El Paso,Other,,31729.0
41881,2016,Colorado,Fremont,Hillary Clinton,DEM,5297.0
41882,2016,Colorado,Fremont,Donald Trump,REP,15122.0
41883,2016,Colorado,Fremont,Other,,1554.0
41884,2016,Colorado,Garfield,Hillary Clinton,DEM,11271.0
41885,2016,Colorado,Garfield,Donald Trump,REP,13132.0
41886,2016,Colorado,Garfield,Other,,2067.0
41887,2016,Colorado,Gilpin,Hillary Clinton,DEM,1634.0
41888,2016,Colorado,Gilpin,Donald Trump,REP,1566.0
41889,2016,Colorado,Gilpin,Other,,376.0
41890,2016,Colorado,Grand,Hillary Clinton,DEM,3358.0
41891,2016,Colorado,Grand,Donald Trump,REP,4494.0
41892,2016,Colorado,Grand,Other,,736.0
41893,2016,Colorado,Gunnison,Hillary Clinton,DEM,5128.0
41894,2016,Colorado,Gunnison,Donald Trump,REP,3289.0
41895,2016,Colorado,Gunnison,Other,,995.0
41896,2016,Colorado,Hinsdale,Hillary Clinton,DEM,197.0
41897,2016,Colorado,Hinsdale,Donald Trump,REP,339.0
41898,2016,Colorado,Hinsdale,Other,,53.0
41899,2016,Colorado,Huerfano,Hillary Clinton,DEM,1633.0
41900,2016,Colorado,Huerfano,Donald Trump,REP,1883.0
41901,2016,Colorado,Huerfano,Other,,267.0
41902,2016,Colorado,Jackson,Hillary Clinton,DEM,171.0
41903,2016,Colorado,Jackson,Donald Trump,REP,629.0
41904,2016,Colorado,Jackson,Other,,61.0
41905,2016,Colorado,Jefferson,Hillary Clinton,DEM,160776.0
41906,2016,Colorado,Jefferson,Donald Trump,REP,138177.0
41907,2016,Colorado,Jefferson,Other,,29929.0
41908,2016,Colorado,Kiowa,Hillary Clinton,DEM,91.0
41909,2016,Colorado,Kiowa,Donald Trump,REP,728.0
41910,2016,Colorado,Kiowa,Other,,36.0
41911,2016,Colorado,Kit Carson,Hillary Clinton,DEM,536.0
41912,2016,Colorado,Kit Carson,Donald Trump,REP,2967.0
41913,2016,Colorado,Kit Carson,Other,,199.0
41914,2016,Colorado,Lake,Hillary Clinton,DEM,1616.0
41915,2016,Colorado,Lake,Donald Trump,REP,1270.0
41916,2016,Colorado,Lake,Other,,313.0
41917,2016,Colorado,La Plata,Hillary Clinton,DEM,15525.0
41918,2016,Colorado,La Plata,Donald Trump,REP,12587.0
41919,2016,Colorado,La Plata,Other,,3038.0
41920,2016,Colorado,Larimer,Hillary Clinton,DEM,93113.0
41921,2016,Colorado,Larimer,Donald Trump,REP,83430.0
41922,2016,Colorado,Larimer,Other,,19437.0
41923,2016,Colorado,Las Animas,Hillary Clinton,DEM,2650.0
41924,2016,Colorado,Las Animas,Donald Trump,REP,3710.0
41925,2016,Colorado,Las Animas,Other,,433.0
41926,2016,Colorado,Lincoln,Hillary Clinton,DEM,409.0
41927,2016,Colorado,Lincoln,Donald Trump,REP,1892.0
41928,2016,Colorado,Lincoln,Other,,135.0
41929,2016,Colorado,Logan,Hillary Clinton,DEM,1851.0
41930,2016,Colorado,Logan,Donald Trump,REP,7282.0
41931,2016,Colorado,Logan,Other,,589.0
41932,2016,Colorado,Mesa,Hillary Clinton,DEM,21729.0
41933,2016,Colorado,Mesa,Donald Trump,REP,49779.0
41934,2016,Colorado,Mesa,Other,,6145.0
41935,2016,Colorado,Mineral,Hillary Clinton,DEM,237.0
41936,2016,Colorado,Mineral,Donald Trump,REP,344.0
41937,2016,Colorado,Mineral,Other,,71.0
41938,2016,Colorado,Moffat,Hillary Clinton,DEM,874.0
41939,2016,Colorado,Moffat,Donald Trump,REP,5305.0
41940,2016,Colorado,Moffat,Other,,346.0
41941,2016,Colorado,Montezuma,Hillary Clinton,DEM,3973.0
41942,2016,Colorado,Montezuma,Donald Trump,REP,7853.0
41943,2016,Colorado,Montezuma,Other,,1032.0
41944,2016,Colorado,Montrose,Hillary Clinton,DEM,5466.0
41945,2016,Colorado,Montrose,Donald Trump,REP,14382.0
41946,2016,Colorado,Montrose,Other,,1338.0
41947,2016,Colorado,Morgan,Hillary Clinton,DEM,3151.0
41948,2016,Colorado,Morgan,Donald Trump,REP,8145.0
